subject,model,n_matched,pearson_r,pearson_p,spearman_r,spearman_p
sub-21,ensemble,24,-0.09788933040518558,0.6490712159761909,-0.046956521739130425,0.8275237958648594
sub-23,cornet,24,-0.1127126642739749,0.600017174693044,-0.23652173913043475,0.265820294159618
sub-23,resnet,24,-0.13058061649773034,0.5430715430813642,-0.2895652173913043,0.1699201869525097
sub-23,vit,24,-0.13268044771513626,0.536547854393743,-0.08869565217391304,0.6802397967489957
sub-23,ensemble,24,-0.13895200316118442,0.5172847904647605,-0.22869565217391302,0.28242320763631645
sub-24,cornet,24,-0.15194065760744607,0.4784800420302955,-0.13739130434782607,0.5220471463273304
sub-24,resnet,24,-0.1661317705997673,0.43784155395793367,-0.21826086956521737,0.3055543915844942
sub-24,vit,24,-0.27330897844381696,0.19627838891197902,-0.29304347826086957,0.16461785270058824
sub-24,ensemble,24,-0.21562762190206508,0.31157087904401426,-0.18173913043478263,0.3953708419767238
sub-25,cornet,24,0.3401485068323434,0.10387719717039143,0.21478260869565213,0.3135168615028437
sub-25,resnet,24,0.24202157814118255,0.2545345517706997,0.13130434782608694,0.540818935399353
sub-25,vit,24,0.25775858147824854,0.22397645728925653,0.11652173913043477,0.5876690329511151
sub-25,ensemble,24,0.30851818464653613,0.14243128218844997,0.09043478260869564,0.67430275825611
sub-26,cornet,24,-0.20504187965772344,0.3364833876065962,-0.2269565217391304,0.28619953720339814
sub-26,resnet,24,-0.13401285949425815,0.5324274693295354,-0.08956521739130434,0.6772689468428974
sub-26,vit,24,-0.24908115978437828,0.24050922289171353,-0.25304347826086954,0.23286356530495433
sub-26,ensemble,24,-0.213226772985898,0.3171192017715395,-0.28086956521739126,0.18369366089868788
sub-27,cornet,24,0.028894521067587893,0.8933831508036729,-0.07217391304347825,0.7375189840952583
sub-27,resnet,24,-0.06866350769382097,0.749877939790308,-0.10173913043478258,0.6361837822056855
sub-27,vit,24,0.09888231255759604,0.6457375998615607,0.1452173913043478,0.49837946924561144
sub-27,ensemble,24,0.016215406398677176,0.9400533070087986,-0.021739130434782605,0.9196887674366273
sub-28,cornet,24,0.25417924886218457,0.23070190193232665,0.35130434782608694,0.09231725461010787
sub-28,resnet,24,0.4432664517957777,0.03004715982224014,0.39999999999999997,0.052779881402567966
sub-28,vit,24,0.26535569429485584,0.21013722673239205,0.268695652173913,0.2042392593734892
sub-28,ensemble,24,0.36239197698740255,0.08180763023478543,0.41739130434782606,0.04242428156214385
sub-29,cornet,24,0.18182136169222995,0.3951534108438189,0.1660869565217391,0.4379669016082392
sub-29,resnet,24,0.23379589556244876,0.27153060418278174,0.22347826086956518,0.2938468714348544
sub-29,vit,24,0.16534427979793567,0.44004700504188277,0.1695652173913043,0.4282952504035892
sub-29,ensemble,24,0.2169085154647673,0.30863526221590987,0.18521739130434778,0.3862326819021753
sub-30,cornet,24,0.2569380070003784,0.22550664182404187,0.23652173913043475,0.265820294159618
sub-30,resnet,24,-0.00934606111114283,0.9654283498094203,0.09478260869565217,0.6595430787691372
sub-30,vit,24,-0.0942420943302953,0.6613714191833586,0.07130434782608694,0.7405746871767944
sub-30,ensemble,24,0.05577905174742926,0.7957324054114774,0.1208695652173913,0.5737097351958669
sub-42,cornet,24,0.09582523342705254,0.6560216482184263,0.050434782608695654,0.8149558189775675
sub-42,resnet,24,0.28096320112967843,0.1835413741459494,0.3139130434782608,0.1352238108343473
sub-42,vit,24,0.0617671713489548,0.7743297096799961,0.0,1.0
sub-42,ensemble,24,0.1699096074918106,0.42734397326037377,0.16173913043478258,0.45021888484637085
sub-43,cornet,24,-0.11233801223514546,0.6012375817977872,-0.0008695652173913043,0.9967824967252694
sub-43,resnet,24,0.08071866978662284,0.7077036902566578,-0.013043478260869565,0.9517646868003004
sub-43,vit,24,-0.0690574043957619,0.7484881214638519,-0.007826086956521738,0.9710483085120961
sub-43,ensemble,24,-0.030922160266185494,0.8859474722864318,-0.047826086956521734,0.8243778236378612
